"Name","Ward","Address","住所","Notes","LocName","fX","fY","iConf","iLvl"
山内中学校,青葉区,美しが丘五丁目4番,神奈川県横浜市青葉区美しが丘五丁目4番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/美しが丘/五丁目/４番地","139.55231","35.57645","5","7"
谷本中学校,青葉区,梅が丘5番地,神奈川県横浜市青葉区梅が丘5番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/梅が丘/５番地","139.52234","35.53700","5","7"
青葉台中学校,青葉区,青葉台二丁目25番2号,神奈川県横浜市青葉区青葉台二丁目25番2号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/青葉台/二丁目/２５番地","139.51538","35.54721","5","7"
みたけ台中学校,青葉区,みたけ台30番地,神奈川県横浜市青葉区みたけ台30番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/みたけ台/３０番地","139.52153","35.55684","5","7"
美しが丘中学校,青葉区,美しが丘三丁目41番1号,神奈川県横浜市青葉区美しが丘三丁目41番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/美しが丘/三丁目/４１番地","139.55144","35.58767","5","7"
緑が丘中学校,青葉区,千草台50番地1,神奈川県横浜市青葉区千草台50番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/千草台/５０番地","139.53648","35.53580","5","7"
奈良中学校,青葉区,すみよし台36番地3,神奈川県横浜市青葉区すみよし台36番地3,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/すみよし台/３６番地","139.49377","35.55734","5","7"
あざみ野中学校,青葉区,あざみ野一丁目29番1号,神奈川県横浜市青葉区あざみ野一丁目29番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/あざみ野/一丁目/２９番地","139.54712","35.57223","5","7"
黒須田小学校,青葉区,黒須田34番地1,神奈川県横浜市青葉区黒須田34番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/黒須田/３４番地","139.53304","35.56822","5","7"
あかね台中学校,青葉区,あかね台二丁目8番2号,神奈川県横浜市青葉区あかね台二丁目8番2号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/あかね台/二丁目/８番","139.48520","35.54162","5","7"
美しが丘西小学校,青葉区,美しが丘西二丁目48番1号,神奈川県横浜市青葉区美しが丘西二丁目48番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/美しが丘西/二丁目/４８番","139.53429","35.59048","5","7"
中川小学校,都筑区,牛久保東二丁目21番1号,神奈川県横浜市都筑区牛久保東二丁目21番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/都筑区/牛久保東/二丁目/２１番","139.58789","35.55058","5","7"
山田小学校,都筑区,東山田三丁目29番1号,神奈川県横浜市都筑区東山田三丁目29番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/都筑区/東山田/三丁目/２９番","139.60298","35.55965","5","7"
勝田小学校,都筑区,勝田町266番地,神奈川県横浜市都筑区勝田町266番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/都筑区/勝田町/２６６番地","139.59503","35.54358","5","7"
すみれが丘小学校,都筑区,すみれが丘34番地,神奈川県横浜市都筑区すみれが丘34番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/都筑区/すみれが丘/３４番地","139.58015","35.56602","5","7"
茅ケ崎小学校,都筑区,茅ケ崎南一丁目11番1号,神奈川県横浜市都筑区茅ケ崎南一丁目11番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/都筑区/茅ケ崎南/一丁目/１１番","139.58040","35.54060","5","7"
中川西小学校,都筑区,中川一丁目3番1号,神奈川県横浜市都筑区中川一丁目3番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/都筑区/中川/一丁目/３番","139.56914","35.56033","5","7"
